Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
ISSCC,2005,OS,"SDSC, Switched RC",0.35,2.88,81,20800,24000,48000,2271.767781,154.8021124,A 0.6V 82dB ?? audio ADC using switched-RC integrators,"A 2-2 MASH ADC consumes 1mW from a 0.6V supply. It utilizes a local feedback loop for large input range, and switched-RC integrators to achieve high linearity without clock boosting or bootstrapping. The prototype IC is fabricated in a 0.35?m CMOS process. It provides 82dB DR over the A-weighted audio band, and 103dB SFDR at -3dBFS input.","Gil-cho Ahn; Dong-young Chang; Brown, M.; Ozaki, N.; Youra, H.; Yamamura, K.; Hamashita, K.; Takasuka, K.; Temes, G.C.; Un-Ku Moon",,,,,,,,,,,
ISSCC,2005,OS,SDSC,0.09,0.4,51,525,2000000,4000000,1810.981262,140.788107,A low-power multi-bit ?? modulator in 90nm digital CMOS without DEM,"A 2nd-order 4b ?? modulator uses 3- and 5-level DAC. Truncating the ADC output while shaping and cancelling the error enables the use of low-resolution DAC and avoids DEM. The prototype is implemented in a 90nm digital CMOS technology and uses 2.1 mW from a 1.3V supply with a 40MHz clock. The SNDR is 52dB, 61dB and 72dB for an OSR of 10, 20 and 50, respectively.","Jiang Yu; Maloberti, F.",,,,,,,,,,,
ISSCC,2005,OS,SDSC,0.09,0.26,63,309,1940000,3880000,267.9442131,155.0862048,A 66dB DR 1.2V 1.2mW single-amplifier double-sampling 2nd-order ?? ADC for WCDMA in 90nm CMOS,"A single-amplifier double-sampling second-order ?? ADC with 5-level quantization is implemented in 90nm CMOS. To alleviate the capacitor mismatch issues in double sampling techniques, a single capacitor method is introduced, achieving 63dB peak SNDR and 66dB DR in a 1.94MHz bandwidth while consuming 1.2mW from a 1.2V supply.","Jinseok Koh; Yunyoung Choi; Gomez, G.",,,,,,,,,,,
ISSCC,2005,OS,SDSC,0.25,20.21,100,238000,1000000,2000000,2905.187164,163.2330639,A 100dB SNR 2.5MS/s output data rate ?? ADC,"A multi-bit cascaded 2-2-0 ?? modulator in 0.25?m CMOS attains 100dB SNR in a 1MHz signal bandwidth. The complete A/D converter includes an on-chip operational amplifier for driving the large input capacitors dictated by kT/C noise, a reference buffer and a programmable decimation filter. The power consumption of the modulator including reference buffer is 475mW from a dual supply (2.5V and 5V).","Brewer, R.; Gorbold, J.; Hurrell, P.; Lyden, C.; Maurino, R.; Vickery, M.",,,,,,,,,,,
ISSCC,2005,OS,"SDSC, Pipe",0.18,4,73.5,12000,10000000,20000000,3103.3002,149.6978876,An 80MHz 4× oversampled cascaded ??-pipelined ADC with 75dB DR and 87dB SFDR,"A 2nd-order 4b ?? modulator in cascade with a 9b pipeline clocked at 80MHz achieves 75dB DR, 74dB peak SNR and more than 87dB SFDR in a 10MHz bandwidth by means of background digital linearization and noise-cancellation algorithms. The 0.18?m CMOS chip consumes 240mW including reference generator, digital decimator and correction logic.","Bosi, A.; Panigada, A.; Cesura, G.; Castello, R.",,,,,,,,,,,
ISSCC,2005,OS,"SDCT, SDSC",0.35,0.82,97,450000,20000,40000,7775.672571,157.4575749,A 106dB SNR hybrid oversampling ADC for digital audio,"A ?? ADC with a CT 1st-stage is presented. A hybrid tuning circuit adjusts the RC time constant to compensate for process, supply, and sampling rate variations. The ISI of the feedback DAC is eliminated by an RTZ scheme applied to the error current of the CT integrator. The ADC achieves 106dB SNR, -97dB THD+N, occupies 0.82mm2 in a 0.35?m CMOS process and dissipates 18mW. ","Nguyen, K.; Adams, B.; Sweetland, K.; Huaijin Chen; McLaughlin, K.",,,,,,,,,,,
ISSCC,2005,OS,"SDCT, SDSC",0.18,0.65,102,925000,20000,40000,8987.569672,159.3282827,A 0.18?m 102dB-SNR mixed CT SC audio-band ?? ADC,A second-order mixed CT SC ?? modulator uses multi-bit feedback to reduce clock-jitter sensitivity. The chip is implemented in 0.18?m CMOS using 3.3V I/O devices and achieves 102dB SNR in a 20kHz bandwidth by using chopper stabilization to reduce flicker noise. The ADC core draws 11.3mA from a 3.3V supply and occupies 0.65mm2. ,"Morrow, P.; Chamarro, M.; Lyden, C.; Ventura, P.; Abo, A.; Matamura, A.; Keane, M.; O'Brien, R.; Minogue, P.; Mansson, J.; McGuinness, N.; McGranaghan, M.; Ryan, I.",,,,,,,,,,,
ISSCC,2005,NQ,Pipe,0.09,0.3,52.6,275,6000000,12000000,789.0043089,145.1963731,A 3.3 mW 12 MS/s 10b pipelined ADC in 90 nm digital CMOS,A 10b pipelined ADC has been realized in a digital 90 nm CMOS technology using techniques such as switched opamps and switched-input buffers. Measurements show that this ADC samples at 12 MS/s achieving a peak SNDR of 52.6 dB using a 1.2 V supply. It consumes 3.3 mW and occupies 0.3 mm2 core area. ,"Wang, R.; Martin, K.; Johns, D.; Burra, G.",,,,,,,,,,,
ISSCC,2005,NQ,"Pipe, Scalable",0.18,1.2,55,700,25000000,50000000,1523.465988,143.5387196,A 50 MS/s (35 mW) to 1 kS/s (15 ?W) power scaleable 10b pipelined ADC with minimal bias current variation,A new opamp with a short power-on time is used in a 10b 1.5b/stage power scalable pipelined ADC in 0.18 ?m CMOS. A current modulation technique is used so that as the power is varied from 15 ?W (at 1 kS/s) to 35 mW (at 50 MS/s) the bias currents only increase by a factor of 50. The SNDR is 54 to 56 dB for all sampling rates.,"Ahmed, I.; Johns, D.",,,,,,,,,,,
ISSCC,2005,NQ,Pipe,0.18,0.66,53.7,320,62500000,125000000,808.8931888,145.6382003,A 10 b 125 MS/s 40 mW pipelined ADC in 0.18 ?m CMOS,"A 10 b 125 MS/s pipelined ADC uses a new front-end circuit and consumes 40 mW from a 1.8 V supply. The ADC is implemented in a 0.18 ?m CMOS process and has an active area of 1.1×0.6 mm2. Measured INL (integral nonlinearity) and DNL (differential nonlinearity) are within ±0.7 LSB, and ±0.5 LSB, respectively. Peak SNDR is 53.7 dB with a 2 MHz input.","Yoshioka, M.; Kudo, M.; Gotoh, K.; Watanabe, Y.",,,,,,,,,,,
ISSCC,2005,NQ,Pipe,0.18,0.15,47.3,150,100000000,200000000,792.2538317,142.5287875,A 30mW 8b 200MS/s pipelined CMOS ADC using a switched-opamp technique,"An 8b 200MS/s 2.8b-per-stage pipelined ADC is realized in a 0.18?m CMOS process. By using partially switched operational amplifiers, the ADC consumes 30mW from a 1.8V supply and occupies 0.15mm2. The ADC achieves 47.3dB SNDR, 55.8dB SFDR, and 7.6 ENOB for a 90MHz input at 200MS/s.",Hwi-Cheol Kim; Deog-Kyoon Jeong; Wonchan Kim,,,,,,,,,,,
ISSCC,2005,OS,SDCT,0.13,0.3,71,750,2000000,4000000,258.6522516,159.2390874,A 3mW 74dB SNR 2MHz CT ?? ADC with a tracking-ADC-quantizer in 0.13 ?m CMOS,"A third-order CT multibit ?? ADC for wireless applications is implemented in 0.13 ?m CMOS. Instead of using a 4b flash quantizer, a tracking ADC composed of 3 comparators with interpolation is used to reduce the power consumption. Over a bandwidth of 2MHz the SNR is 74dB. The ADC consumes 3mW from a 1.5V supply when clocked at 104MHz.","Dorrer, L.; Kuttner, F.; Greco, P.; Derksen, S.",,,,,,,,,,,
ISSCC,2005,OS,SDCT,0.11,0.62,63,4090,428000,856000,3542.33101,143.8737572,A 1.2V 3.5mW ?? modulator with a passive current summing network and a variable gain function,"A 1.2V 3.5mW CT ?? modulator with a mixer for a mobile digital TV receiver is implemented in 0.11 ?m CMOS. A current summing network composed of passive elements is used in the loop filter feedforward path, contributing to the low power consumption. A 78dB total DR is achieved by varying the DAC output power with the input signal power.","Nagai, T.; Satou, H.; Yamazaki, H.; Watanabe, Y.",,,,,,,,,,,
ISSCC,2005,OS,SDCT,0.09,0.25,86,4500,600000,1200000,275.9260944,166.4575749,A 4th-order 86dB CT ?? ADC with two amplifiers in 90nm CMOS,A fourth-order 1b CT ?? converter using a two-amplifier loop and a 267MHz sampling frequency is implemented in 90nm CMOS. A double-loop architecture couples passive poles with a reduced number of active blocks to improve area and power while achieving 86dB peak SNR over a 600kHz band.,"Das, A.; Hezar, R.; Byrd, R.; Gomez, G.; Haroun, B.",,,,,,,,,,,
ISSCC,2005,OS,SDCT,0.09,0.25,74,5000,600000,1200000,1220.703125,154,A low-noise low-voltage CT ?? modulator with digital compensation of excess loop delay,"The implementation of a 3rd-order 50MS/s CT ?? modulator with 5 levels of quantization, for a CDMA2k receiver, is presented. Its 9nVrms/?Hz input referred noise produces 80dB of DR in a 600kHz BW for signals as low as 70mVrms. It draws 4mA from a single 1.5V supply, uses a 90nm CMOS process and occupies 0.25mm2. ","Fontaine, P.; Mohieldin, A.N.; Bellaouar, A.",,,,,,,,,,,
ISSCC,2005,OS,"SDCT, Filter",0.18,0.1976,70,2350,1000000,2000000,909.3432449,153.2790214,A 4.7mW 89.5dB DR CT complex ?? ADC with built-in LPF,"A CT complex ?? ADC with built-in LPF is presented. A modified feedback topology is used to improve robustness to interferers near fg/2 or fs. Adding programmable gain control, the 0.18 ?m CMOS ADC achieves 89.5dB DR in a 1MHz BW, consuming 4.7mW from a 1.8V supply. ","Munoz, F.; Philips, K.; Torralba, A.",,,,,,,,,,,
ISSCC,2005,OS,"SDCT, Complex",0.18,0.95,68.8,935,23000000,46000000,415.314014,156.0825938,A 43mW CT complex ?? ADC with 23MHz of signal bandwidth and 68.8dB SNDR,A low-power wide-BW CT complex ?? ADC suitable for a low-IF receiver is fabricated in a 0.18 ?m CMOS process and consumes 42.6mW from a 1.8V supply. The IC achieves 68.8dB SNDR and a DR of 72.5dB over a 23.0MHz band centered around 11.5MHz.,"Yaghini, N.; Johns, D.",,,,,,,,,,,
ISSCC,2006,OS,SDCT,0.13,1.2,74,500,20000000,40000000,122.0703125,164,A 14b 20mW 640MHz CMOS CT /spl Delta//spl Sigma/ ADC with 20MHz Signal Bandwidth and 12b ENOB,"A 3rd-order single-loop CT DeltaSigma modulator with a 4b internal quantizer operating at 640MHz achieves 76dB SNR, -78dB THD, and 74dB SINAD in a 20MHz signal bandwidth with an OSR of 16. The modulator operates between 20 to 40MS/S output data rate and dissipates 20mW from a 1.2V supply at 40MS/S. The degradation of stability due to excess loop delay is solved with a quantizer feedback architecture","Mitteregger, G.; Ebner, C.; Mechnig, S.; Blon, T.; Holuigue, C.; Romani, E.; Melodia, A.; Melini, V.",,,,,,,,,,,
ISSCC,2006,OS,"SDCT, Complex",0.18,2.5,76,22100,8500000,17000000,4277.720776,149.5538766,A 375mW Quadrature Bandpass /spl Delta//spl Sigma/ ADC with 90dB DR and 8.5MHz BW at 44MHz,"A CT quadrature bandpass ADC is designed for a multi-standard television receiver. When clocked at 264MHz, the ADC achieves 90dB of total DR over an 8.5MHz BW centered at 44MHz. The 4th-order 4b ADC uses a modified feedforward topology and includes 12dB of AGC. The 2.5mm2 chip consumes 375mW in a 0.18mum CMOS process ","Schreier, R.; Abaskharoun, N.; Shibata, H.; Mehr, I.; Rose, S.; Paterson, D.",,,,,,,,,,,
ISSCC,2006,OS,"SDCT, Complex",0.18,6,90,525000,200000,400000,20310.45407,149.788107,An 118dB DR CT IF-to-Baseband /spl Sigma//spl Delta/ Modulator for AM/FM/IBOC Radio Receivers,A 1b 51h-order complex CTDeltaSigma modulator with integrated IF mixer for AM/FM/IBOC car radio receivers is presented. The 118dB DR in AM mode enables the realization of the receiver without a VGA and an external AM channel filter. It is fabricated in a 0.18mum CMOS process and consumes 210mW from a 1.8V supply ,"Silva, P.G.R.; Breems, L.J.; Makinwa, K.A.A.; Roovers, R.; Huijsing, J.H.",,,,,,,,,,,
ISSCC,2006,OS,SDSC,0.18,2.32,78,1160,2200000,4400000,178.5408594,164.348525,A 14mW Multi-bit /spl Delta//spl Sigma/ Modulator with 82dB SNR and 86dB DR for ADSL2+,Analog and digital feedforward swing-reduction techniques optimize the power consumption of this 2nd-order DeltaSigma modulator. The 0.18um CMOS prototype uses 2 telescopic OTAs and 2 ADCs requiring 10 comparators. The technique makes the modulator equivalent to a 4b architecture. The OSR is 33 and the clock frequency is 144MHz,"Kwon, S.; Maloberti, F.",,,,,,,,,,,
ISSCC,2006,OS,"SDSC, TI",0.18,1.1,76,2450,1100000,2200000,475.9936573,159.0899893,A 5.4mW 2-Channel Time-Interleaved Multi-bit /spl Delta//spl Sigma/ Modulator with 80dB SNR and 85dB DR for ADSL,A 2nd-order DeltaSigma modulator that obtains low power consumption by 2-channel time-interleaving is described. The main channel requires 2 opamps whereas the second channel does not use any active elements. This structure is robust to channel mismatches and uses a simple clocking scheme. The circuit is integrated in a 0.18mum CMOS process and occupies an active area of 1.1mm2,Kye-Shin Lee; Sunwoo Kwon; Franco Maloberti,,,,,,,,,,,
ISSCC,2006,OS,SDCT,0.18,0.6,74,6000,25000,50000,1464.84375,153.2081875,A 0.5V 74dB SNDR 25kHz CT ?? Modulator with,"A 0.5V 3rd-order 1b fully differential CT DeltaSigma modulator in a 0.18mum CMOS process is presented. A special return-to-open DAC, a body-input gate-clocked comparator, and body-input OTAs for the active-RC loop filter enable the ultra-low voltage operation. The 0.6mm 2 chip consumes 370muW and achieves a peak SNDR of 74dB in a 25kHz BW","Kong-pang Pun, Shouri Chatterjee, Peter Kinget",,,,,,,,,,,
ISSCC,2006,OS,SDSC,0.18,0.06,80,10000,10000,20000,1223.517417,156.9897,Return-to-Open DAC,A 2nd-order DeltaSigma ADC implemented in 0.18mum CMOS occupies 0.06mm2 and dissipates 0.2mW from a 0.9V supply. It achieves 80dB SNDR and 83dB DR over a 10kHz BW employing a single-phase technique to reach such performance. An amplifier-sharing scheme is proposed to improve power and area efficiency,"Goes, J.; Vaz, B.; Monteiro, R.; Paulino, N.",,,,,,,,,,,
ISSCC,2006,OS,SDSC,0.18,1.7,76.3,3710,3200000,6400000,695.4966688,157.5930354,An 80/100MS/s 76.3/70.1dB SNDR /spl Delta//spl Sigma/ ADC for Digital TV Receivers,"A 4th-order SC DeltaSigma modulator with a 4b quantizer is designed for a low-power direct-conversion receiver SoC for Japanese ISDB-T and European DVB-T. It achieves a 76.3/70.1dB SNDR over a 3.2/4MHz bandwidth with a clock frequency of 80/100MHz. The 1.7mm2 chip, fabricated in a 0.18mum CMOS process draws 13.2/19.1mA from a 1.8V supply. It has a FOM of 0.7/1.64pJ/conversion ","Fujimoto, Y.; Kanazawa, Y.; Lore, P.; Miyamoto, M.",,,,,,,,,,,
ISSCC,2006,NQ,Pipe,0.09,0.3,57.7,344,32000000,64000000,545.3354712,149.373273,A 90nm CMOS 1.2V 10b Power and Speed Programmable Pipelined ADC with 0.5pJ/Conversion-Step,"A 10b pipelined ADC with programmable speed and power achieves a power efficiency of 0.5pJ/conversion-step for sampling frequencies between 25 and 100MHz. Measurements show an ENOB of 9.3b, ERBW exceeding 100MHz, and THD<-65dB with a supply voltage of 1.2V. Chip area is 0.3mm2 in a 90nm digital CMOS process ","Geelen, Govert; Paulus, Edward; Simanjuntak, Dobson; Pastoor, Hein; Verlinden, RenÃ©",,,,,,,,,,,
ISSCC,2006,NQ,Pipe,0.18,1.43,54.6,360,25000000,50000000,820.425625,146.026675,A 10b 50MS/s Pipelined ADC with Opamp Current Reuse,Power-saving techniques such as opamp current reuse and capacitive level shift reduce the power consumption of a 10b pipelined ADC to 220muW/MHz. A 50MS/S prototype in 0.18mum CMOS consumes 18mW (11mW for analog) at 1.8V and occupies 1.1times1.3mm2. The measured ENOB of the ADC is 9.2b (8.8b) for a 1MHz (20MHz) input ,"Ryu, Seung-Tak; Song, Bang-Sup; Bacrania, Kanti",,,,,,,,,,,
ISSCC,2006,NQ,Subranging,0.09,4.6728,62.6,750,20000000,40000000,683.3737731,150.8010874,A 30mW 12b 40MS/s Subranging ADC with a High-Gain Offset-Canceling Positive-Feedback Amplifier in 90nm Digital CMOS,A 12b 40MS/s 2-step subranging ADC is realized in a 90nm digital CMOS process. It uses a 7b coarse quantizer with a high-gain offset-canceling positive-feedback amplifier. ENOB is 10.2b at a 0.7V supply and 11.0b at a 1.0V supply. The ADC consumes 30mW at 40MS/s,"Shimizu, Yasuhide; Murayama, Shigemitsu; Kudoh, Kohhei; Yatsuda, Hiroaki; Ogawa, Akihide",,,,,,,,,,,
ISSCC,2006,NQ,"Pipe, CBSC",0.18,1.2,54,313,4000000,8000000,763.1145376,146.0411998,Comparator-Based Switched-Capacitor Circuits For Scaled CMOS Technologies,A comparator-based switched-capacitor (CBSC) design method for sampled-data systems utilizes topologies similar to traditional opamp-based methods but relies on the detection of the virtual ground using a comparator instead of forcing it with feedback. A prototype 10b CBSC 1.5b/stage pipelined ADC is implemented in a 0.18mum CMOS process. The converter operates at 8MHz and consumes 2.5mW,"Sepke, Todd; Fiorenza, John; Sodini, Charles; Holloway, Peter; Lee, Hae-Seung",,,,,,,,,,,
ISSCC,2006,NQ,SAR,0.18,0.63,65,250,50000,100000,172.0382058,158.0103,A 25?W 100kS/s 12b ADC for Wireless Micro-Sensor Applications,"A 0.18mum CMOS 12b 100kS/s successive approximation ADC is presented. The entire ADC consumes 25muW from a 1V supply and achieves an SNDR of 65dB. Its sampling rate can be scaled, yielding linear power savings. Efficiency of the comparator is increased by an offset compensating latch, while noise performance and common-mode rejection are improved by a modified capacitor network","Verma, Naveen; Chandrakasan, Anantha",,,,,,,,,,,
ISSCC,2006,NQ,Pipe,0.13,1.02,66,2240,50000000,100000000,1373.813981,149.4872199,A 14b 100MS/s Digitally Self-Calibrated Pipelined ADC in 0.13µm CMOS,A 14b multi-bit-per-stage pipelined ADC is implemented in a 0.13mum digital CMOS process. The gain and matching errors of the analog circuitry are compensated by a digital calibration scheme that allows the usage of a low-gain op-amp. A low power consumption has been reached by introducing a charge compensation scheme,"Bogner, Peter; Kuttner, Franz; Kropf, Claus; Hartig, Thomas; Burian, Markus; Eul, Hermann",,,,,,,,,,,
ISSCC,2006,NQ,Pipe,0.13,0.2,57.2,300,25000000,50000000,506.8098134,149.4184875,A 15mW 0.2mm2 10b 50MS/s ADC with Wide Input Range,"A 10b 50MS/s pipelined ADC, implemented in a 0.13mum CMOS process, consumes of 15mW and occupies an active die area of 0.2mm2 . In the prototype ADC, a high-to-low analog level-shifting SHA is proposed to deal with a wide input range of 2VPP differential. A PVT-insensitive bias generator is employed for low voltage operation. The measured DNL and INL are plusmn0.17LSB and plusmn0.16LSB, respectively","Choi, Hee-Cheol; Kim, Ju-Hwa; Yoo, Sang-Min; Lee, Kang-Jin; Oh, Tae-Hwan; Seo, Mi-Jung; Kim, Jae-Whui",,,,,,,,,,,
ISSCC,2006,NQ,Pipe,0.18,3.6,67,6700,20000000,40000000,3662.264721,145.728952,A 13b Linear 40MS/s Pipelined ADC with Self-Configured Capacitor Matching,"Using statistical matching properties of capacitor arrays, a pipelined ADC self-configures the MDAC capacitor array for best matching from many trial combinations. A 0.18mum CMOS prototype achieves 13b linearity and over 80dB SFDR at 43MS/s. The chip consumes 268mW from a 1.8V supply and occupies 3.6mm2","Ray, Sourja; Song, Bang-Sup",,,,,,,,,,,
ISSCC,2006,NQ,Flash,0.09,0.033,23.8,2.02,625000000,1250000000,159.3605096,137.7447948,A 0.16pJ/Conversion-Step 2.5mW 1.25GS/s 4b ADC in a 90nm Digital CMOS Process,A high-speed 4b flash ADC in 90nm digital CMOS is presented that uses a dynamic offset-compensation scheme in its comparators. It achieves a sampling rate of 1.25GS/s with 3.7 ENOB (23.8dB SNDR) from dc to Nyquist while consuming 2.5mW. It has an energy per conversion step of 0.16pJ,"G. Van der Plas, S. Decoutere, S. Donnay",,,,,,,,,,,
